,0,1,2,3,4,5,6,7,8,9,10,11
1443,cds-WP_002884150.1,cds-WP_004149131.1,cds-WP_002911586.1,cds-WP_022631308.1,cds-WP_002901387.1,cds-WP_002913210.1,cds-WP_004146620.1,cds-WP_004150222.1,cds-WP_004140590.1,cds-AF52_RS20245,cds-WP_004209682.1,cds-WP_004150117.1
1444,cds-WP_004175272.1,cds-WP_032429592.1,cds-WP_032428437.1,cds-WP_002883322.1,cds-WP_002895061.1,cds-WP_002916588.1,cds-WP_002887711.1,cds-WP_032428389.1,cds-WP_023158026.1,cds-WP_021441237.1,cds-WP_004893788.1,cds-WP_002915215.1
1445,cds-WP_004210690.1,cds-WP_014907334.1,cds-WP_002891462.1,cds-WP_002885441.1,cds-WP_002916486.1,cds-WP_021441070.1,cds-WP_004152229.1,cds-WP_002911586.1,cds-WP_032429786.1,cds-WP_002888644.1,cds-WP_002885088.1,cds-WP_004145519.1
1446,cds-WP_004190339.1,cds-WP_004151695.1,cds-WP_004144780.1,cds-WP_021440880.1,cds-WP_002903701.1,cds-WP_004179132.1,cds-WP_002910042.1,cds-WP_004151383.1,cds-WP_002887789.1,cds-WP_032428298.1,cds-WP_072200054.1,cds-WP_108443077.1
1447,cds-WP_004149816.1,cds-WP_021440653.1,cds-AF52_RS26910,cds-WP_002885410.1,cds-WP_019724884.1,cds-WP_002882527.1,cds-WP_004144267.1,cds-WP_002918738.1,cds-WP_004152190.1,cds-AF52_RS0123915,cds-WP_004150284.1,cds-WP_004144997.1
1448,cds-WP_021441454.1,cds-WP_002920136.1,cds-WP_004142397.1,cds-WP_002920326.1,cds-WP_004151452.1,cds-WP_020806188.1-2,cds-WP_032429937.1,cds-WP_004152513.1,cds-WP_004178379.1,cds-WP_032428438.1,cds-WP_004177363.1,cds-WP_004175413.1
1449,cds-WP_004141971.1,cds-WP_002894404.1,cds-WP_004145682.1,cds-WP_002898132.1,cds-WP_002906221.1,cds-WP_032429578.1,cds-WP_002922397.1,cds-WP_004150790.1,cds-WP_002916486.1,cds-WP_002889289.1,cds-WP_021441204.1,cds-WP_002913419.1
1450,cds-WP_002894693.1,cds-WP_002884819.1,cds-WP_002912967.1,cds-WP_004180135.1,cds-WP_002898014.1,cds-WP_004211197.1,cds-WP_002916572.1,cds-WP_002915998.1,cds-WP_032429789.1,cds-WP_004150245.1,cds-WP_032429592.1,cds-WP_002895159.1
1451,cds-WP_032430167.1,cds-WP_021441458.1,cds-WP_032429521.1,cds-WP_002913770.1,cds-WP_032430254.1,cds-WP_002884935.1,cds-WP_032429629.1,cds-WP_002884931.1,cds-WP_004174383.1,cds-WP_004150293.1,cds-AF52_RS11510,cds-WP_032428550.1
1452,cds-WP_004179627.1,cds-WP_021441069.1,cds-WP_032428406.1,cds-WP_021440636.1,cds-WP_004151693.1,cds-WP_002901096.1,cds-WP_021440476.1,cds-WP_004175476.1,cds-WP_002885722.1,cds-WP_032429412.1,cds-WP_002920542.1,cds-WP_002896384.1
1453,cds-WP_004145871.1,cds-WP_002895871.1,cds-WP_032430283.1,cds-WP_032429861.1,cds-WP_032429893.1,cds-WP_032429500.1,cds-WP_004174502.1,cds-WP_004147579.1,cds-WP_002898992.1,cds-WP_004185922.1,cds-WP_004145942.1,cds-WP_004174008.1
1454,cds-WP_002917898.1,cds-WP_002900775.1,cds-WP_023342583.1,cds-WP_096335043.1,cds-AF52_RS27035,cds-WP_004214415.1,cds-WP_020803947.1,cds-WP_002888430.1,cds-WP_021440795.1,cds-WP_002913355.1,cds-WP_021441408.1,cds-WP_032429928.1
1455,cds-WP_004151383.1,cds-WP_002909085.1,cds-WP_004150081.1,cds-WP_002907652.1,cds-WP_004900580.1,cds-WP_004118225.1,cds-WP_002883421.1,cds-WP_002918374.1,cds-WP_002921035.1,cds-WP_002895089.1,cds-WP_002886902.1,cds-WP_002891903.1
1456,cds-WP_002910097.1,cds-WP_002915936.1,cds-WP_001741945.1,cds-AF52_RS08260,cds-WP_004176488.1,cds-WP_002908294.1,cds-WP_002885665.1,cds-WP_021441392.1,cds-WP_002919259.1,cds-WP_002912951.1,cds-WP_021440277.1,cds-WP_023280134.1
1457,cds-WP_004211228.1,cds-WP_004177353.1,cds-WP_004180170.1,cds-WP_187079196.1,cds-WP_002921929.1,cds-WP_024622769.1,cds-WP_032430010.1,cds-WP_002901254.1,cds-WP_021441460.1,cds-WP_004145330.1,cds-WP_002908865.1,cds-WP_004185116.1
1458,cds-WP_023285368.1,cds-WP_004140557.1,cds-WP_002915627.1,cds-WP_004144530.1,cds-WP_020324582.1,cds-WP_002909070.1,cds-WP_002888835.1,cds-WP_004180135.1,cds-WP_002915933.1,cds-AF52_RS27390,cds-WP_002882903.1,cds-WP_002913359.1
1459,cds-WP_004204389.1,cds-WP_032429677.1,cds-WP_032428448.1,cds-WP_002887814.1,cds-WP_032428437.1,cds-WP_004147849.1,cds-WP_002882527.1,cds-WP_004181055.1,cds-WP_004151979.1,cds-AF52_RS22870,cds-WP_032429646.1,cds-WP_032429679.1
1460,cds-WP_021440100.1,cds-WP_002912749.1,cds-WP_004140012.1,cds-WP_002889282.1,cds-WP_002884324.1,cds-WP_009307418.1,cds-WP_004189951.1,cds-WP_004151554.1,cds-WP_004178624.1,cds-WP_021441074.1,cds-WP_002913953.1,cds-WP_004152951.1
1461,cds-AF52_RS26910,cds-WP_002882907.1,cds-WP_002920267.1,cds-WP_002916317.1,cds-WP_002920777.1,cds-WP_004176482.1,cds-WP_004211197.1,cds-WP_002903719.1,cds-WP_004149357.1,cds-WP_021440529.1,cds-AF52_RS0124215,cds-WP_029884283.1
1462,cds-WP_004210666.1,cds-WP_032429690.1,cds-WP_004180389.1,cds-WP_166686314.1,cds-WP_021441229.1,cds-WP_002889742.1,cds-WP_002884935.1,cds-WP_002894709.1,cds-WP_002884327.1,cds-WP_002915106.1,cds-WP_002898198.1,cds-WP_015875096.1
1463,cds-WP_023285711.1,cds-WP_004175417.1,cds-WP_009309280.1,cds-WP_032429880.1,cds-WP_004183938.1,cds-WP_024622675.1,cds-WP_032429915.1,cds-WP_004150358.1,cds-WP_004183433.1,cds-WP_002894747.1,cds-WP_004176744.1,cds-WP_004184662.1
1464,cds-WP_002913505.1,cds-WP_004178627.1,cds-WP_004145428.1,cds-WP_032430129.1,cds-WP_002883425.1,cds-WP_002908130.1,cds-WP_002901096.1,cds-WP_004151931.1,cds-WP_002914074.1,cds-WP_021440873.1,cds-WP_032429880.1,cds-WP_004143016.1
1465,cds-WP_004180447.1,cds-WP_021441402.1,cds-WP_020803964.1,cds-WP_002891873.1,cds-WP_004185664.1,cds-WP_002894919.1,cds-WP_032429500.1,cds-WP_004176793.1,cds-WP_032425377.1,cds-WP_004145526.1,cds-WP_004140335.1,cds-WP_002911539.1
1466,cds-WP_004151744.1,cds-WP_021440220.1,cds-WP_004185787.1,cds-WP_032429524.1,cds-WP_002920812.1,cds-WP_021440118.1,cds-WP_004214415.1,cds-WP_021440639.1,cds-WP_002914164.1,cds-WP_002886886.1,cds-WP_004118832.1,cds-WP_004152246.1
1467,cds-WP_002887800.1,cds-WP_002918423.1,cds-WP_004151453.1,cds-WP_002882540.1,cds-WP_004196998.1,cds-WP_004175664.1,cds-WP_004149825.1,cds-WP_002889742.1,cds-WP_004149974.1,cds-AF52_RS26545,cds-WP_004213244.1,cds-WP_002910924.1
1468,cds-WP_004234160.1,cds-WP_019725463.1,cds-WP_002921434.1,cds-WP_009484134.1,cds-WP_002889450.1,cds-WP_002921529.1,cds-WP_004118225.1,cds-WP_032429459.1,cds-WP_002888731.1,cds-WP_002914027.1,cds-WP_032428292.1,cds-WP_004175276.1
1469,cds-WP_004144357.1,cds-WP_002913623.1,cds-WP_021440508.1,cds-WP_023280600.1,cds-WP_002899104.1,cds-WP_004151524.1,cds-WP_024622769.1,cds-WP_002882907.1,cds-WP_002922423.1,cds-WP_032430129.1,cds-WP_019705794.1,cds-WP_002887973.1
1470,cds-WP_002916000.1,cds-WP_004147654.1,cds-WP_032430131.1,cds-WP_021440707.1,cds-AF52_RS27135,cds-WP_032430405.1,cds-WP_002892774.1,cds-WP_021440816.1,cds-WP_004149279.1,cds-WP_004151452.1,cds-WP_021440045.1,cds-WP_002916298.1
1471,cds-WP_002920564.1,cds-AF52_RS10495,cds-WP_023282888.1,cds-WP_002913626.1,cds-WP_002888821.1,cds-WP_009308907.1,cds-WP_002909070.1,cds-WP_004145938.1,cds-WP_004212174.1,cds-WP_004144907.1,cds-WP_004181470.1,cds-WP_004174804.1
1472,cds-WP_002885155.1,cds-WP_002885441.1,cds-WP_050484286.1,cds-WP_032428359.1,cds-WP_021440561.1,cds-WP_002915577.1,cds-WP_009307418.1,cds-WP_004144730.1,cds-WP_002890403.1,cds-WP_004200291.1,cds-WP_004180746.1,cds-WP_004143806.1
1473,cds-WP_002888562.1,cds-WP_004150456.1,cds-WP_004150842.1,cds-WP_002895159.1,cds-WP_004149937.1,cds-WP_004180082.1,cds-WP_032429533.1,cds-WP_032429690.1,cds-WP_002887969.1,cds-WP_032428773.1,cds-WP_004151705.1,cds-WP_004176727.1
1474,cds-WP_002888320.1,cds-WP_004147693.1,cds-WP_004152020.1,cds-WP_002910103.1,cds-WP_004144656.1,cds-WP_002920812.1,cds-WP_004176482.1,cds-WP_025861226.1,cds-WP_004147579.1,cds-WP_002914119.1,cds-WP_004890414.1,cds-WP_002891873.1
1475,cds-WP_004185894.1,cds-WP_021440978.1,cds-WP_002889292.1,cds-WP_032429912.1,cds-WP_004192048.1,cds-WP_002918625.1,cds-WP_024622675.1,cds-WP_032430022.1,cds-WP_004152922.1,cds-WP_002920140.1,cds-WP_014342992.1,cds-WP_002888841.1
1476,cds-WP_032430127.1,cds-WP_004152282.1,cds-WP_004889527.1,cds-WP_004149373.1,cds-WP_002921914.1,cds-WP_002915627.1,cds-WP_002908130.1,cds-WP_002898886.1,cds-WP_002913377.1,cds-WP_032103829.1,cds-WP_004141456.1,cds-WP_004142570.1
1477,cds-WP_002913340.1,cds-WP_002889685.1,cds-WP_004179825.1,cds-WP_004150056.1,cds-WP_032429405.1,cds-WP_002883180.1,cds-WP_002894919.1,cds-WP_002913950.1,cds-WP_002914337.1,cds-WP_004148994.1,cds-WP_002913810.1,cds-WP_004179313.1
1478,cds-WP_002916785.1,cds-WP_004212714.1,cds-WP_004151769.1,cds-WP_004152268.1,cds-WP_020802783.1,cds-WP_004183435.1,cds-WP_004175664.1,cds-WP_032430216.1,cds-WP_020806188.1-6,cds-WP_004151853.1,cds-WP_032429798.1,cds-WP_009484134.1
1479,cds-WP_002888430.1,cds-WP_002911374.1,cds-WP_004182923.1,cds-WP_004144368.1,cds-WP_004174835.1,cds-WP_002885526.1,cds-WP_002887809.1,cds-WP_004189004.1,cds-WP_002886955.1,cds-WP_002883524.1,cds-WP_004174520.1,cds-WP_004174045.1
1480,cds-WP_002915998.1,cds-WP_020806188.1-3,cds-WP_004142557.1,cds-WP_004144650.1,cds-WP_002894709.1,cds-WP_021440059.1,cds-WP_002921529.1,cds-WP_002912749.1,cds-WP_009308402.1,cds-WP_020802294.1,cds-WP_032429662.1,cds-WP_004173884.1
1481,cds-WP_032430253.1,cds-WP_002913346.1,cds-WP_004150790.1,cds-WP_002916321.1,cds-WP_004143831.1,cds-WP_021440845.1,cds-WP_004151524.1,cds-WP_002914342.1,cds-WP_004181378.1,cds-WP_004148858.1,cds-WP_004145049.1,cds-WP_187079196.1
1482,cds-WP_002885665.1,cds-WP_004147529.1,cds-WP_021441239.1,cds-WP_004175276.1,cds-WP_002916613.1,cds-WP_032430132.1,cds-WP_032430405.1,cds-WP_002915936.1,cds-WP_000135058.1,cds-WP_004192681.1,cds-WP_002913017.1,cds-WP_032429524.1
1483,cds-WP_002894613.1,cds-WP_004152278.1,cds-WP_004144547.1,cds-WP_004890414.1,cds-WP_004174799.1,cds-WP_004179333.1,cds-WP_009308907.1,cds-WP_032428777.1,cds-WP_002887805.1,cds-WP_000868187.1,cds-WP_032429801.1,cds-WP_002900781.1
1484,cds-WP_004140161.1,cds-WP_004146520.1,cds-WP_002890278.1,cds-WP_002901629.1,cds-WP_004144574.1,cds-WP_021440211.1,cds-WP_004180082.1,cds-WP_002886902.1,cds-WP_004150943.1,cds-WP_002917952.1,cds-WP_002912648.1,cds-WP_004888420.1
1485,cds-WP_004176981.1,cds-WP_032430300.1,cds-WP_004150047.1,cds-WP_002896440.1,cds-WP_032429915.1,cds-WP_004173956.1,cds-WP_002918625.1,cds-WP_023289182.1,cds-WP_002916504.1,cds-WP_002920861.1,cds-WP_002921037.1,cds-WP_002900798.1
1486,cds-WP_002882729.1,cds-WP_004176557.1,cds-WP_004149816.1,cds-WP_002909005.1,cds-WP_021441183.1,cds-WP_021441178.1,cds-WP_002915627.1,cds-WP_032429798.1,cds-WP_002890390.1,cds-WP_002887969.1,cds-WP_024622880.1,cds-WP_021440888.1
1487,cds-WP_002918405.1,cds-WP_021441204.1,cds-WP_002918568.1,cds-WP_004143016.1,cds-WP_050484286.1,cds-WP_004174960.1,cds-WP_187079183.1,cds-WP_002922589.1,cds-WP_032430210.1,cds-WP_004177778.1,cds-WP_002920119.1,cds-WP_002910100.1
1488,cds-WP_002912704.1,cds-WP_002899096.1,cds-WP_004176560.1,cds-WP_004143926.1,cds-WP_002914771.1,cds-WP_021440748.1,cds-AF52_RS26910,cds-WP_002883295.1,cds-WP_002918417.1,cds-WP_009308402.1,cds-WP_002919971.1,cds-WP_002885674.1
1489,cds-WP_002901735.1,cds-WP_004144787.1,cds-WP_004178258.1,cds-WP_002915614.1,cds-WP_002913377.1,cds-WP_021441517.1,cds-WP_023289182.1,cds-WP_002892258.1,cds-WP_002888816.1,cds-WP_004145598.1,cds-WP_021441067.1,cds-WP_021440880.1
1490,cds-WP_004899375.1,cds-WP_032417100.1,cds-WP_002920775.1,cds-WP_002911386.1,cds-WP_032430141.1,cds-WP_187079193.1,cds-WP_004183435.1,cds-WP_021440108.1,cds-WP_021440874.1,cds-WP_002885673.1,cds-WP_021440048.1,cds-WP_002907563.1
1491,cds-WP_021440752.1,cds-WP_004150336.1,cds-WP_004211197.1,cds-WP_004151340.1,cds-WP_002910107.1,cds-WP_002916061.1,cds-WP_002885526.1,cds-WP_014342992.1,cds-WP_002889289.1,cds-AF52_RS01000,cds-WP_032428323.1,cds-WP_004176397.1
1492,cds-WP_029884324.1,cds-WP_032430284.1,cds-WP_002907733.1,cds-WP_004176549.1,cds-WP_002887812.1,cds-WP_032421254.1,cds-WP_004179333.1,cds-WP_004200127.1,cds-WP_002911385.1,cds-WP_004185548.1,cds-WP_032428411.1,cds-WP_002903377.1
1493,cds-AF52_RS09835,cds-WP_002885088.1,cds-WP_002901746.1,cds-WP_002910910.1,cds-WP_002888321.1,cds-WP_002913725.1,cds-WP_021440211.1,cds-WP_021440751.1,cds-AF52_RS03110,cds-WP_021440669.1,cds-WP_004149799.1,cds-WP_002921917.1
1494,cds-WP_002920775.1,cds-WP_022631349.1,cds-WP_004143833.1,cds-WP_002887973.1,cds-WP_002916860.1,cds-WP_002887608.1,cds-WP_004173956.1,cds-WP_002918371.1,cds-WP_021441390.1,cds-WP_021440678.1,cds-WP_032430317.1,cds-WP_002898600.1
1495,cds-WP_032429668.1,cds-WP_002918387.1,cds-WP_004151853.1,cds-WP_021441375.1,cds-WP_023283136.1,cds-WP_002913623.1,cds-WP_021441178.1,cds-WP_021440595.1,cds-WP_024622740.1,cds-WP_004151931.1,cds-WP_004146229.1,cds-WP_032429977.1
1496,cds-WP_004176560.1,cds-WP_004213244.1,cds-WP_002883772.1,cds-WP_004174045.1,cds-WP_002918653.1,cds-WP_002914084.1,cds-WP_021440748.1,cds-WP_002923205.1,cds-WP_004176514.1,cds-WP_002903681.1,cds-WP_021440628.1,cds-WP_004140406.1
1497,cds-WP_004174633.1,cds-WP_002889448.1,cds-WP_032430428.1,cds-WP_002884822.1,cds-WP_002901254.1,cds-WP_032429882.1,cds-WP_021441517.1,cds-WP_002907766.1,cds-WP_002911866.1,cds-WP_004149373.1,cds-WP_002908416.1,cds-WP_032429534.1
1498,cds-WP_021441229.1,cds-WP_002922427.1,cds-WP_032430275.1,cds-WP_002910100.1,cds-WP_002913639.1,cds-WP_004150790.1,cds-WP_002916061.1,cds-WP_004157874.1,cds-WP_002901398.1,cds-AF52_RS0124095,cds-WP_002913434.1,cds-WP_002899271.1
1499,cds-WP_004152282.1,cds-WP_004189949.1,cds-WP_020803604.1,cds-AF52_RS0123915,cds-WP_002901632.1,cds-WP_023285368.1,cds-WP_032421254.1,cds-WP_002923283.1,cds-WP_002917655.1,cds-WP_050484277.1,cds-WP_016530930.1,cds-WP_032429912.1
1500,cds-WP_021440094.1,cds-WP_004180746.1,cds-WP_004144865.1,cds-WP_002913359.1,cds-WP_004146659.1,cds-WP_004173886.1,cds-WP_002913725.1,cds-WP_004152245.1,cds-WP_004174693.1,cds-WP_004177335.1,cds-WP_002895874.1,cds-WP_002882540.1
1501,cds-WP_002913764.1,cds-WP_002885667.1,cds-WP_002917923.1,cds-WP_002901738.1,cds-WP_002894404.1,cds-WP_040234937.1,cds-WP_004900709.1,cds-WP_002911398.1,cds-WP_002903379.1,cds-WP_032429670.1,cds-WP_004140530.1,cds-WP_004189677.1
1502,cds-WP_002889316.1,cds-WP_002882894.1,cds-WP_002884822.1,cds-WP_020806188.1-5,cds-WP_002884357.1,cds-WP_004151769.1,cds-WP_002887608.1,cds-WP_032430213.1,cds-WP_004151841.1,cds-WP_004143228.1,cds-WP_002901908.1,cds-WP_021440215.1
1503,cds-WP_004174835.1,cds-WP_004212506.1,cds-WP_032429649.1,cds-WP_004152415.1,cds-WP_002920238.1,cds-WP_002919137.1,cds-AF52_RS00165,cds-WP_002882918.1,cds-WP_002905759.1,cds-WP_002890210.1,cds-AF52_RS09860,cds-WP_002919103.1
1504,cds-WP_002918381.1,cds-WP_032430005.1,cds-WP_002898458.1,cds-WP_025710954.1,cds-WP_021440127.1,cds-WP_016946077.1,cds-WP_002913623.1,cds-WP_002916312.1,cds-WP_002898981.1,cds-WP_004141189.1,cds-WP_004189983.1,cds-WP_021441375.1
1505,cds-WP_032430293.1,cds-WP_004145519.1,cds-WP_032429668.1,cds-WP_032429883.1,cds-WP_032429676.1,cds-WP_004899375.1,cds-WP_032429882.1,cds-WP_004151206.1,cds-WP_002916201.1,cds-WP_032429617.1,cds-WP_004176857.1,cds-WP_002884036.1
1506,cds-WP_002901749.1,cds-WP_002922459.1,cds-WP_002922941.1,cds-WP_021440795.1,cds-WP_002908877.1,cds-WP_004185961.1,cds-WP_004150790.1,cds-WP_002907773.1,cds-WP_187079197.1,cds-AF52_RS11335,cds-WP_002913626.1,cds-WP_002889629.1
1507,cds-WP_002884575.1,cds-WP_004180389.1,cds-WP_002916785.1,cds-WP_020801632.1,cds-WP_002914002.1,cds-WP_032428389.1,cds-WP_004145905.1,cds-WP_002922498.1,cds-WP_021440033.1,cds-WP_004188180.1,cds-WP_032430005.1,cds-WP_002907785.1
1508,cds-WP_002916614.1,cds-WP_050484285.1,cds-WP_002910403.1,cds-WP_002910717.1,cds-WP_002886953.1,cds-WP_004145682.1,cds-WP_023285368.1,cds-WP_004144351.1,cds-WP_002890353.1,cds-WP_021440618.1,cds-WP_002904810.1,cds-WP_002883174.1
1509,cds-WP_002916844.1,cds-WP_002915977.1,cds-WP_002888819.1,cds-WP_002913160.1,cds-WP_002907733.1,cds-WP_004174142.1,cds-WP_004152274.1,cds-WP_004151705.1,cds-WP_002911484.1,cds-WP_004143727.1,cds-WP_004118251.1,cds-WP_002910910.1
1510,cds-WP_002901911.1,cds-WP_004180135.1,cds-WP_002911404.1,cds-WP_032430287.1,cds-AF52_RS26695,cds-WP_004142871.1,cds-WP_004173886.1,cds-WP_032429415.1,cds-WP_004179386.1,cds-WP_004152270.1,cds-WP_002914333.1,cds-WP_004151322.1
1511,cds-WP_072198875.1,cds-WP_002914289.1,cds-WP_004177335.1,cds-WP_021441160.1,cds-WP_002895051.1,cds-WP_002920252.1,cds-WP_040234937.1,cds-WP_004174338.1,cds-WP_002882809.1,cds-WP_032429616.1,cds-WP_021440108.1,cds-WP_002922908.1
1512,cds-WP_004211197.1,cds-WP_002913810.1,cds-WP_021440831.1,cds-WP_032429901.1,cds-WP_023342583.1,cds-WP_002885155.1,cds-WP_004151769.1,cds-WP_002899096.1,cds-WP_032428357.1,cds-WP_002883181.1,cds-WP_004174409.1,cds-WP_002913188.1
1513,cds-WP_002883408.1,cds-WP_004180437.1,cds-AF52_RS0123225,cds-WP_002903730.1,cds-WP_032430173.1,cds-WP_021440500.1,cds-WP_021441392.1,cds-WP_021440179.1,cds-WP_004224598.1,cds-WP_002903710.1,cds-WP_002910898.1,cds-WP_004185523.1
1514,cds-WP_002913956.1,cds-WP_002908877.1,cds-WP_002913421.1,cds-WP_002891465.1,cds-WP_002886766.1,cds-WP_022631304.1,cds-WP_002913805.1,cds-WP_021440680.1,cds-WP_004174861.1,cds-WP_002894369.1,cds-WP_004118840.1,cds-WP_004152415.1
1515,cds-WP_004174438.1,cds-WP_002913017.1,cds-WP_002888823.1,cds-WP_002901780.1,cds-WP_002913805.1,cds-WP_004184158.1,cds-WP_016946077.1,cds-WP_032429649.1,cds-WP_002918367.1,cds-WP_021440878.1,cds-WP_002912152.1,cds-WP_004150801.1
1516,cds-WP_004185961.1,cds-WP_004145671.1,cds-WP_002900683.1,cds-WP_072001581.1,cds-WP_032428440.1,cds-WP_021441454.1,cds-WP_004899375.1,cds-WP_002915545.1,cds-WP_021441571.1,cds-WP_004152853.1,cds-WP_022631349.1,cds-WP_002888373.1
1517,cds-WP_002886688.1,cds-WP_004144215.1,cds-WP_002912227.1,cds-WP_020802655.1,cds-WP_032429637.1,cds-WP_004152258.1,cds-WP_002913214.1,cds-WP_004118251.1,cds-WP_032429424.1,cds-WP_024940864.1,cds-WP_002889689.1,cds-WP_096335043.1
1518,cds-WP_002916826.1,cds-WP_004151705.1,cds-WP_171789277.1,cds-WP_002913221.1,cds-WP_002901631.1,cds-WP_072271772.1,cds-WP_004185961.1,cds-WP_004153246.1,cds-WP_002888804.1,cds-WP_004174349.1,cds-WP_004888415.1,cds-WP_002883404.1
1519,cds-WP_032429837.1,cds-WP_024622880.1,cds-WP_032429788.1,cds-WP_004140406.1,cds-WP_002892203.1,cds-WP_002913642.1,cds-WP_032428389.1,cds-WP_002898988.1,cds-WP_002904783.1,cds-WP_004177781.1,cds-WP_021441167.1,cds-WP_004177420.1
1520,cds-WP_004178548.1,cds-WP_004181652.1,cds-WP_004147969.1,cds-WP_002913227.1,cds-AF52_RS26610,cds-WP_021440508.1,cds-WP_004148650.1,cds-WP_001124225.1,cds-WP_002894357.1,cds-WP_002923304.1,cds-WP_002916274.1,cds-WP_004142068.1
1521,cds-WP_002894394.1,cds-WP_002887802.1,cds-WP_002919667.1,cds-WP_002916836.1,cds-WP_020801642.1,cds-WP_021440087.1,cds-WP_002884819.1,cds-WP_072269281.1,cds-WP_032428368.1,cds-WP_002888353.1,cds-WP_002918641.1,cds-WP_002901749.1
1522,cds-WP_032428401.1,cds-WP_002888550.1,cds-WP_002916791.1,cds-WP_002892145.1,cds-AF52_RS26545,cds-WP_032430218.1,cds-WP_004145682.1,cds-WP_009309281.1,cds-WP_021441087.1,cds-AF52_RS10285,cds-WP_004175547.1,cds-WP_004212202.1
1523,cds-WP_002912977.1,cds-WP_002913838.1,cds-WP_032428355.1,cds-WP_004143806.1,cds-WP_085903200.1,cds-WP_004183698.1,cds-WP_004142557.1,cds-WP_004195346.1,cds-WP_004222103.1,cds-WP_004184763.1,cds-WP_002906893.1,cds-AF52_RS21000
1524,cds-WP_002913214.1,cds-WP_032429854.1,cds-WP_002883021.1,cds-WP_021440575.1,cds-WP_001144069.1,cds-WP_032429459.1,cds-WP_004142871.1,cds-WP_002915541.1,cds-WP_004151053.1,cds-WP_032429511.1,cds-WP_004212506.1,cds-WP_004151102.1
1525,cds-WP_002888692.1,cds-WP_002888541.1,cds-WP_004151145.1,cds-WP_032417111.1,cds-WP_004151204.1,cds-WP_002883411.1,cds-WP_002883176.1,cds-WP_002900669.1,cds-WP_002903522.1,cds-WP_004140155.1,cds-WP_032429843.1,cds-WP_002884625.1
1526,cds-WP_021441189.1,cds-WP_021440811.1,cds-WP_002913291.1,cds-WP_004177331.1,cds-WP_004150842.1,cds-WP_004142397.1,cds-WP_021440500.1,cds-WP_004150214.1,cds-WP_002915263.1,cds-AF52_RS0123305,cds-WP_004195346.1,cds-WP_004143607.1
1527,cds-WP_032430254.1,cds-WP_004180429.1,cds-WP_004152274.1,cds-WP_002892402.1,cds-WP_002920267.1,cds-WP_020803964.1,cds-WP_022631304.1,cds-WP_004140557.1,cds-WP_002908378.1,cds-WP_023159071.1,cds-WP_032429979.1,cds-WP_002901786.1
1528,cds-WP_004140764.1,cds-WP_002907763.1,cds-WP_004176793.1,cds-WP_002884357.1,cds-WP_020806188.1-5,cds-WP_004181598.1,cds-WP_004184158.1,cds-WP_021440048.1,cds-AF52_RS07335,cds-WP_004183683.1,cds-WP_032429384.1,cds-WP_002883185.1
1529,cds-WP_002910453.1,cds-WP_032428304.1,cds-WP_002915614.1,cds-WP_004152278.1,cds-WP_002911522.1,cds-WP_004180444.1,cds-WP_021441454.1,cds-WP_002911425.1,cds-WP_004214118.1,cds-WP_002904783.1,cds-WP_002913770.1,cds-WP_002894459.1
1530,cds-WP_004200127.1,cds-WP_002890204.1,cds-WP_004177336.1,cds-WP_004145324.1,cds-WP_002909098.1,cds-WP_002883426.1,cds-WP_004152258.1,cds-WP_004118832.1,cds-WP_032430016.1,cds-WP_021441594.1,cds-WP_002887820.1,cds-WP_002892195.1
1531,cds-WP_002901254.1,cds-WP_002916310.1,cds-WP_032429537.1,cds-WP_002890344.1,cds-WP_032428645.1,cds-WP_004179627.1,cds-WP_002913642.1,cds-WP_004174800.1,cds-WP_004143508.1,cds-WP_004177977.1,cds-WP_004181028.1,cds-WP_004146274.1
1532,cds-WP_004175111.1,cds-WP_002892400.1,cds-WP_004174685.1,cds-WP_004889490.1,cds-AF52_RS26200,cds-AF52_RS06930,cds-WP_021440508.1,cds-WP_015958948.1,cds-WP_004173855.1,cds-WP_004118227.1,cds-WP_002907763.1,cds-WP_002913754.1
1533,cds-WP_002888536.1,cds-WP_002883521.1,cds-WP_002911798.1,cds-WP_004891261.1,cds-WP_002901486.1,cds-WP_004151383.1,cds-WP_021440087.1,cds-WP_021440994.1,cds-WP_004217210.1,cds-WP_004152138.1,cds-AF52_RS00275,cds-WP_002904495.1
1534,cds-WP_002885227.1,cds-WP_002910917.1,cds-WP_004185466.1,cds-WP_021441536.1,cds-WP_002912967.1,cds-WP_002921921.1,cds-WP_032430218.1,cds-WP_032429549.1,cds-WP_032428633.1,cds-WP_021440120.1,cds-WP_004183586.1,cds-WP_004143685.1
1535,cds-WP_021440038.1,cds-WP_002904810.1,cds-WP_004173926.1,cds-WP_004899008.1,cds-WP_032429554.1,cds-WP_002901779.1,cds-WP_032429459.1,cds-WP_032430252.1,cds-WP_021440838.1,cds-WP_002918740.1,cds-WP_004186701.1,cds-WP_002892997.1
1536,cds-WP_004143017.1,cds-WP_004178896.1,cds-WP_004180497.1,cds-WP_004174006.1,cds-WP_002922423.1,cds-WP_002894613.1,cds-WP_002883411.1,cds-WP_026005853.1,cds-WP_032428534.1,cds-WP_004173855.1,cds-WP_021440571.1,cds-WP_004147641.1
