,0,1,2,3,4,5,6,7,8,9,10,11
323,cds-WP_009307419.1,cds-WP_002898571.1,cds-WP_032428723.1,cds-WP_002887805.1,cds-WP_004217341.1,cds-WP_021440565.1,cds-WP_004222583.1,cds-WP_002885659.1,cds-WP_004185072.1,cds-WP_002887814.1,cds-WP_004152131.1,cds-WP_002915724.1
324,cds-WP_004178647.1,cds-WP_002918248.1,cds-WP_002895043.1,cds-WP_002895876.1,cds-WP_004147654.1,cds-WP_032428635.1,cds-WP_004200364.1,cds-WP_002915549.1,cds-WP_002899288.1,cds-WP_002882734.1,cds-WP_000906486.1,cds-WP_002915995.1
325,cds-WP_004176557.1,cds-WP_004176358.1,cds-WP_004148393.1,cds-WP_004214117.1,cds-WP_016529094.1,cds-WP_014907413.1,cds-WP_021441059.1,cds-WP_002894394.1,cds-WP_021440419.1,cds-WP_004147678.1,cds-WP_020801632.1,cds-WP_002916001.1
326,cds-WP_014907683.1,cds-WP_032422490.1,cds-WP_002915223.1,cds-WP_002914339.1,cds-WP_002918627.1,cds-WP_004899008.1,cds-WP_004217987.1,cds-WP_002883389.1,cds-WP_004146726.1,cds-WP_004232385.1,cds-WP_001040187.1,cds-WP_002916201.1
327,cds-WP_004151655.1,cds-WP_095858446.1,cds-WP_023157913.1,cds-WP_004144660.1,cds-WP_002883185.1,cds-WP_021440073.1,cds-WP_032417116.1,cds-WP_002914065.1,cds-WP_002910100.1,cds-WP_002910404.1,cds-WP_009309303.1,cds-WP_004217210.1
328,cds-WP_002916738.1,cds-WP_032429647.1,cds-WP_004142040.1,cds-WP_002910393.1,cds-WP_004181629.1,cds-WP_004140140.1,cds-WP_004889490.1,cds-WP_002891863.1,cds-WP_004173845.1,cds-WP_002922936.1,cds-WP_002883400.1,cds-WP_002916322.1
329,cds-WP_002908294.1,cds-WP_002913206.1,cds-WP_002898585.1,cds-WP_032428297.1,cds-WP_004146984.1,cds-WP_002915470.1,cds-WP_020324105.1,cds-WP_002913200.1,cds-WP_002910030.1,cds-WP_002891804.1,cds-WP_002895837.1,cds-WP_009484428.1
330,cds-WP_002885691.1,cds-WP_004145330.1,cds-WP_002911385.1,cds-WP_032430414.1,cds-WP_002888566.1,cds-WP_021441059.1,cds-WP_021441536.1,cds-WP_002922127.1,cds-WP_002902971.1,cds-WP_002887955.1,cds-WP_032428438.1,cds-WP_002917655.1
331,cds-WP_032430211.1,cds-WP_002910918.1,cds-WP_002888329.1,cds-WP_004148975.1,cds-AF52_RS0124695,cds-WP_004145888.1,cds-WP_021313530.1,cds-WP_002919206.1,cds-WP_072001565.1,cds-WP_004145972.1,cds-WP_100181659.1,cds-WP_002917718.1
332,cds-WP_032429513.1,cds-WP_004174502.1,cds-WP_004176557.1,cds-WP_021440889.1,cds-WP_187079196.1,cds-WP_021441081.1,cds-WP_021441592.1,cds-WP_002914337.1,cds-WP_021440421.1,cds-WP_004151693.1,cds-WP_004217130.1,cds-WP_004141189.1
333,cds-WP_002916486.1,cds-WP_021440928.1,cds-WP_004180437.1,cds-WP_002907658.1,cds-WP_021440999.1,cds-WP_004145376.1,cds-WP_002895156.1,cds-WP_020806188.1,cds-WP_002914094.1,cds-WP_032430428.1,cds-WP_002913839.1,cds-WP_004183659.1
334,cds-WP_001181005.1,cds-WP_004144329.1,cds-WP_004148701.1,cds-WP_002914063.1,cds-WP_021440289.1,cds-WP_032429438.1,cds-WP_002895280.1,cds-WP_000290724.1,cds-WP_002891647.1,cds-WP_004145098.1,cds-WP_002885665.1,cds-WP_032428400.1
335,cds-WP_032429644.1,cds-WP_002913953.1,cds-WP_032429406.1,cds-WP_032429872.1,cds-WP_002906779.1,cds-AF52_RS03490,cds-WP_020801891.1,cds-WP_002912996.1,cds-WP_002883449.1,cds-WP_004146984.1,cds-WP_002901246.1,cds-WP_002901552.1
336,cds-WP_002918565.1,cds-WP_002889716.1,cds-WP_032430046.1,cds-AF52_RS0123225,cds-WP_032429880.1,cds-WP_004149836.1,cds-WP_020723563.1,cds-WP_002904403.1,cds-WP_002883412.1,cds-WP_032429554.1,cds-WP_002916842.1,cds-WP_021441381.1
337,cds-WP_032430299.1,cds-WP_004142371.1,cds-WP_002910443.1,cds-WP_002921337.1,cds-WP_004173940.1,cds-WP_021313530.1,cds-WP_023279864.1,cds-WP_004150056.1,cds-WP_073545955.1,cds-WP_004151118.1,cds-WP_002885506.1,cds-WP_021441393.1
338,cds-WP_002886928.1,cds-WP_002899099.1,cds-WP_002910902.1,cds-WP_000429386.1,cds-WP_009484134.1,cds-WP_004145033.1,cds-WP_021440073.1,cds-WP_024622747.1,cds-WP_002890395.1,cds-WP_032430356.1,cds-WP_002920860.1,cds-WP_004179386.1
339,cds-WP_004174694.1,cds-WP_004176528.1,cds-WP_002913203.1,cds-WP_002889716.1,cds-WP_032430216.1,cds-WP_032430269.1,cds-WP_002896408.1,cds-WP_032429551.1,cds-WP_002915973.1,cds-WP_032429543.1,cds-WP_002905540.1,cds-WP_002901611.1
340,cds-WP_020806188.1-6,cds-WP_002883402.1,cds-WP_032428466.1,cds-WP_072271782.1,cds-WP_021440114.1,cds-WP_032429476.1,cds-WP_014907413.1,cds-WP_004176560.1,cds-WP_004176871.1,cds-WP_021441173.1,cds-WP_004151364.1,cds-WP_004179133.1
341,cds-WP_032429639.1,cds-WP_002913203.1,cds-WP_002895071.1,cds-WP_002907730.1,cds-WP_032428319.1,cds-AF52_RS02415,cds-WP_014343117.1,cds-WP_072269286.1,cds-WP_002913374.1,cds-WP_014907334.1,cds-WP_004185548.1,cds-WP_021441571.1
342,cds-WP_072269281.1,cds-WP_032429639.1,cds-WP_002888324.1,cds-WP_002922510.1,cds-WP_002916614.1,cds-WP_012737117.1,cds-WP_024622810.1,cds-WP_002907730.1,cds-WP_009308781.1,cds-WP_002916058.1,cds-WP_002918465.1,cds-WP_004178672.1
343,cds-WP_032430046.1,cds-WP_004145536.1,cds-WP_004185423.1,cds-WP_002889327.1,cds-WP_021441162.1,cds-WP_024622810.1,cds-WP_032409828.1,cds-WP_021440081.1,cds-WP_032429029.1,cds-WP_002907749.1,cds-WP_002912442.1,cds-WP_004141720.1-2
344,cds-WP_002922462.1,cds-WP_004149758.1,cds-WP_002921264.1,cds-WP_002899294.1,cds-WP_004177658.1,cds-WP_032428490.1,cds-WP_032429598.1,cds-WP_002907489.1,cds-WP_004893793.1,cds-WP_002914149.1,cds-WP_004149938.1,cds-WP_023282626.1
345,cds-WP_004151364.1,cds-WP_021440363.1,cds-WP_002894954.1,cds-WP_002916052.1,cds-WP_032429704.1,cds-WP_009484481.1,cds-WP_032417109.1,cds-WP_032430083.1,cds-WP_004151319.1,cds-WP_004151780.1,cds-WP_002915223.1,cds-WP_004898544.1
346,cds-WP_004174502.1,cds-WP_002909061.1,cds-WP_002922909.1,cds-AF52_RS25915,cds-WP_004151780.1,cds-WP_014343117.1,cds-WP_032428490.1,cds-WP_002918382.1,cds-WP_002889208.1,cds-WP_002910387.1,cds-WP_004187940.1,cds-WP_024940864.1
347,cds-WP_004151535.1,cds-WP_004183439.1,cds-WP_004185116.1,cds-WP_002916844.1,cds-AF52_RS13830,cds-WP_021441021.1,cds-WP_032428635.1,cds-WP_032428425.1,cds-WP_021441173.1,cds-WP_004146520.1,cds-WP_002898590.1,cds-WP_004177781.1
348,cds-WP_002913630.1,cds-WP_004179323.1,cds-WP_021440561.1,cds-WP_004178645.1,cds-WP_004151500.1,cds-WP_002896408.1,cds-WP_004891261.1,cds-WP_004144309.1,cds-WP_032429877.1,cds-WP_002911378.1,cds-WP_004197606.1,cds-WP_002896382.1
349,cds-WP_002889275.1,cds-WP_032430136.1,cds-WP_004151902.1,cds-WP_022631346.1,cds-WP_004185523.1,cds-WP_009308617.1,cds-WP_002893466.1,cds-WP_004176566.1,cds-WP_002918413.1,cds-WP_032428530.1,cds-WP_004178235.1,cds-WP_032428357.1
350,cds-WP_002922909.1,cds-WP_004152268.1,cds-WP_021441079.1,cds-WP_032429546.1,cds-WP_032430352.1,cds-WP_032429516.1,cds-WP_032429476.1,cds-WP_021440517.1,cds-WP_002902515.1,cds-WP_004178258.1,cds-WP_002898165.1,cds-WP_002902969.1
351,cds-WP_021440795.1,cds-WP_002910105.1,cds-WP_002918244.1,cds-WP_004142883.1,cds-WP_002896392.1,cds-WP_009308616.1,cds-WP_002885077.1,cds-WP_004177363.1,cds-WP_002887898.1,cds-WP_002894472.1,cds-WP_002914769.1,cds-WP_004180040.1
352,cds-WP_002911386.1,cds-WP_002886895.1,cds-WP_004178018.1,cds-WP_002891356.1,cds-WP_032429552.1,cds-WP_002921508.1,cds-WP_004899008.1,cds-WP_002904407.1,cds-WP_002883402.1,cds-WP_002883322.1,cds-WP_002882822.1,cds-WP_002903379.1
353,cds-WP_002913207.1,cds-WP_002901787.1,cds-WP_002913160.1,cds-WP_002909085.1,cds-WP_002915249.1,cds-WP_032429402.1,cds-WP_032429438.1,cds-WP_002886766.1,cds-WP_032429521.1,cds-WP_004144650.1,cds-WP_002913956.1,cds-WP_002903710.1
354,cds-WP_002900801.1,cds-WP_032430253.1,cds-WP_023301515.1,cds-WP_032429937.1,cds-WP_004175494.1,cds-WP_032430245.1,cds-WP_021440565.1,cds-WP_002894620.1,cds-WP_032429903.1,cds-WP_021441462.1,cds-WP_002899288.1,cds-WP_021441050.1
355,cds-WP_004140718.1,cds-WP_002913725.1,cds-WP_002892189.1,cds-WP_032429681.1,cds-WP_002907480.1,cds-WP_032430410.1,cds-WP_009308616.1,cds-WP_002898132.1,cds-WP_032430343.1,cds-WP_002915217.1,cds-WP_002916483.1,cds-WP_002904783.1
356,cds-WP_004145671.1,cds-WP_004178885.1,cds-WP_002920817.1,cds-WP_032428470.1,cds-WP_032430320.1,cds-WP_004180592.1,cds-WP_009308617.1,cds-WP_004152951.1,cds-WP_004200498.1,cds-WP_002886954.1,cds-WP_004179323.1,cds-WP_002904808.1
357,cds-WP_004151854.1,cds-WP_002888739.1,cds-WP_002882517.1,cds-WP_002886688.1,cds-WP_032428421.1,cds-WP_021440321.1,cds-WP_002898701.1,cds-WP_002913419.1,cds-WP_032430220.1,cds-WP_002885722.1,cds-WP_002889702.1,cds-WP_021440944.1
358,cds-WP_004146044.1,cds-WP_002913210.1,cds-WP_004144656.1,cds-WP_002884324.1,cds-WP_032430215.1,cds-WP_002907802.1,cds-WP_021440283.1,cds-WP_002921200.1,cds-WP_004150079.1,cds-WP_002903394.1,cds-WP_002913801.1,cds-WP_021440916.1
359,cds-WP_004142750.1,cds-WP_021440034.1,cds-WP_187079193.1,cds-WP_032428448.1,cds-WP_004176197.1,cds-WP_032409828.1,cds-WP_032429402.1,cds-WP_023328505.1,cds-WP_002914158.1,cds-WP_004196998.1,cds-WP_004146620.1,cds-WP_021440909.1
360,cds-WP_002901387.1,cds-WP_002910900.1,cds-WP_002886953.1,cds-WP_004144532.1,cds-WP_032428382.1,cds-WP_032430066.1,cds-WP_009484481.1,cds-WP_032429922.1,cds-WP_004151930.1,cds-WP_002903701.1,cds-WP_004150429.1,cds-WP_004143228.1
361,cds-WP_002922420.1,cds-WP_004173987.1,cds-WP_004181034.1,cds-WP_002898162.1,cds-WP_004181402.1,cds-WP_004180357.1,cds-WP_012737117.1,cds-WP_032430343.1,cds-WP_002914063.1,cds-WP_002915545.1,cds-WP_004888422.1,cds-WP_002905531.1
362,cds-WP_002910887.1,cds-WP_002922423.1,cds-WP_004150079.1,cds-WP_004150293.1,cds-AF52_RS0123345,cds-WP_004180371.1,cds-WP_021440524.1,cds-WP_032428437.1,cds-WP_002922465.1,cds-WP_004141101.1,cds-WP_002889295.1,cds-WP_004180922.1
363,cds-WP_002898200.1,cds-WP_002922462.1,cds-WP_002886928.1,cds-WP_002434222.1,cds-WP_032428460.1,cds-WP_002895156.1,cds-WP_021441371.1,cds-WP_004180447.1,cds-WP_002913992.1,cds-WP_004174799.1,cds-WP_002914094.1,cds-WP_021440878.1
364,cds-WP_002912975.1,cds-WP_002896440.1,cds-WP_004151854.1,cds-WP_002916849.1,cds-WP_002898704.1,cds-WP_020801891.1,cds-WP_021440321.1,cds-WP_002913221.1,cds-WP_004227143.1,cds-WP_019725248.1,cds-WP_002883402.1,cds-WP_002905759.1
365,cds-WP_002913358.1,cds-WP_187079189.1,cds-WP_004144939.1,cds-WP_021441237.1,cds-WP_004151556.1,cds-WP_002914887.1,cds-WP_021440300.1,cds-WP_002913227.1,cds-WP_002891807.1,cds-WP_002914359.1,cds-WP_002918244.1,cds-WP_021440838.1
366,cds-WP_004140612.1,cds-WP_002916588.1,cds-WP_002887711.1,cds-WP_002922420.1,cds-WP_075209545.1,cds-WP_004152235.1,cds-WP_032428528.1,cds-WP_002895665.1,cds-WP_032429513.1,cds-WP_002901243.1,cds-WP_024940864.1,cds-WP_021440618.1
367,cds-WP_002887955.1,cds-WP_000906486.1,cds-WP_032429550.1,cds-WP_004150817.1,cds-WP_004151469.1,cds-WP_002890108.1,cds-WP_021441021.1,cds-WP_002918648.1,cds-WP_009307531.1,cds-WP_002901763.1,cds-WP_021440098.1,cds-WP_002904834.1
368,cds-WP_032429865.1,cds-WP_002885662.1,cds-WP_004211885.1,cds-WP_004144547.1,cds-WP_002905689.1,cds-WP_032429689.1,cds-WP_072271743.1,cds-WP_002891647.1,cds-WP_002916845.1,cds-WP_032429421.1,cds-WP_024622740.1,cds-WP_187079197.1
369,cds-WP_002920561.1,cds-WP_002910902.1,cds-WP_004151928.1,cds-WP_002882901.1,cds-WP_072157843.1,cds-WP_032429686.1,cds-WP_002910028.1,cds-WP_021440245.1,cds-WP_032430300.1,cds-WP_032429537.1,cds-WP_004151841.1,cds-WP_004174349.1
370,cds-WP_002888541.1,cds-WP_002894401.1,cds-WP_004177420.1,cds-WP_032429666.1,cds-WP_004184683.1,cds-WP_004183373.1,cds-WP_004149836.1,cds-WP_014599227.1,cds-WP_004188345.1,cds-WP_002434222.1,cds-WP_009309325.1,cds-AF52_RS07335
371,cds-WP_002913639.1,cds-WP_002911456.1,cds-WP_032429939.1,cds-WP_050484286.1,cds-WP_004176531.1,cds-WP_004183660.1,cds-WP_032430066.1,cds-WP_002913754.1,cds-WP_002890284.1,cds-WP_002908189.1,cds-AF52_RS03110,cds-AF52_RS10285
372,cds-WP_032429630.1,cds-WP_002918229.1,cds-WP_021441401.1,cds-WP_002899104.1,cds-WP_002918218.1,cds-WP_021440659.1,cds-WP_032429686.1,cds-WP_020801633.1,cds-WP_002886682.1,cds-AF52_RS04955,cds-WP_004183673.1,cds-AF52_RS11335
373,cds-WP_002894467.1,cds-WP_002901249.1,cds-WP_002913377.1,cds-WP_032429661.1,cds-WP_004144085.1,cds-WP_004151539.1,cds-WP_004183373.1,cds-WP_032429915.1,cds-WP_002898458.1,cds-WP_021440556.1,cds-WP_023301580.1,cds-AF52_RS11770
374,cds-WP_032428406.1,cds-AF52_RS27965,cds-WP_002889282.1,cds-WP_032429629.1,cds-WP_002916605.1,cds-WP_032429827.1,cds-WP_032430018.1,cds-WP_023285466.1,cds-WP_032429421.1,cds-WP_004140718.1,cds-WP_021441390.1,cds-AF52_RS17835
375,cds-WP_002896351.1,cds-WP_002916508.1,cds-WP_004142166.1,cds-WP_002912994.1,cds-WP_004890526.1,cds-WP_032430018.1,cds-WP_004174005.1,cds-WP_021440678.1,cds-WP_032429865.1,cds-WP_002888683.1,cds-WP_002898981.1,cds-WP_004150831.1
376,cds-WP_004146797.1,cds-WP_004149279.1,cds-WP_021440317.1,cds-WP_002895670.1,cds-WP_002884721.1,cds-WP_021441371.1,cds-WP_004174006.1,cds-WP_002901781.1,cds-WP_032430401.1,cds-WP_002894404.1,cds-WP_021441382.1,cds-WP_032430355.1
377,cds-WP_004151147.1,cds-AF52_RS08260,cds-WP_032429640.1,cds-WP_020803947.1,cds-WP_002916488.1,cds-WP_002908202.1,cds-WP_032429929.1,cds-WP_004175414.1,cds-WP_002889279.1,cds-WP_002914065.1,cds-WP_032429918.1,cds-WP_032430016.1
378,cds-WP_002886945.1,cds-WP_004149336.1,cds-WP_021440546.1,cds-WP_002895068.1,cds-WP_002901786.1,cds-WP_032429929.1,cds-WP_004180592.1,cds-WP_085903200.1,cds-WP_004140258.1,cds-AF52_RS02545,cds-WP_004188180.1,cds-WP_004151213.1
379,cds-WP_009309303.1,cds-WP_002889450.1,cds-WP_160333877.1,cds-WP_002913992.1,cds-WP_022631308.1,cds-WP_020324105.1,cds-WP_002916840.1,cds-WP_021441460.1,cds-WP_004185423.1,cds-WP_023301620.1,cds-WP_004174693.1,cds-WP_002888345.1
380,cds-WP_004150949.1,cds-WP_002911538.1,cds-WP_004186726.1,cds-WP_032429478.1,cds-WP_032423750.1,cds-WP_021441592.1,cds-WP_004143927.1,cds-WP_032429533.1,cds-WP_004204389.1,cds-WP_002913637.1,cds-WP_021440662.1,cds-AF52_RS25895
381,cds-WP_002887976.1,cds-WP_002895841.1,cds-WP_002914070.1,cds-WP_020801659.1,cds-WP_004151560.1,cds-WP_002910028.1,cds-WP_032429859.1,cds-WP_004140266.1,cds-WP_004174277.1,cds-WP_002907483.1,cds-AF52_RS28060,cds-AF52_RS27405
382,cds-WP_004146466.1,cds-WP_032429646.1,cds-WP_032429546.1,cds-WP_021440997.1,cds-WP_002903698.1,cds-WP_020723563.1,cds-WP_002917636.1,cds-WP_002898148.1,cds-WP_002894749.1,cds-WP_009309280.1,cds-WP_014906831.1,cds-WP_002883181.1
383,cds-WP_004182478.1,cds-WP_004145270.1,cds-WP_032430127.1,cds-WP_002891629.1,cds-WP_004190572.1,cds-WP_004177403.1,cds-WP_002907802.1,cds-WP_002916587.1,cds-WP_032429498.1,cds-WP_002901913.1,cds-WP_032429763.1,cds-WP_004151053.1
384,cds-WP_002913148.1,cds-WP_002912760.1,cds-WP_032429575.1,cds-WP_021440317.1,cds-WP_004151443.1,cds-WP_032429878.1,cds-WP_002908202.1,cds-WP_004145368.1,cds-WP_004151461.1,cds-WP_004893800.1,cds-WP_020803959.1,cds-WP_004152270.1
385,cds-WP_002920267.1,cds-WP_002914330.1,cds-WP_002913805.1,cds-WP_019705142.1,cds-WP_002890285.1,cds-WP_004177833.1,cds-WP_032430369.1,cds-WP_032430294.1,cds-WP_004149373.1,cds-WP_004221278.1,cds-WP_002916201.1,cds-WP_004150257.1
386,cds-WP_004146783.1,cds-WP_002902967.1,cds-WP_002907652.1,cds-WP_002910902.1,cds-WP_002886706.1,cds-AF52_RS26135,cds-WP_004180371.1,cds-WP_002885667.1,cds-WP_032430254.1,cds-WP_002898308.1,cds-WP_002903522.1,cds-WP_002888353.1
387,cds-WP_016946615.1,cds-WP_004150944.1,cds-WP_002914342.1,cds-WP_002913019.1,cds-WP_004151850.1,cds-WP_021441536.1,cds-WP_004180357.1,cds-WP_032429480.1,cds-WP_019705465.1,cds-WP_004174691.1,cds-WP_002911484.1,cds-WP_032430217.1
388,cds-WP_032430156.1,cds-WP_004900674.1,cds-WP_002901758.1,cds-WP_002890412.1,cds-WP_002901785.1,cds-WP_004174006.1,cds-WP_002922349.1,cds-WP_002890204.1,cds-WP_004150056.1,cds-AF52_RS14410,cds-WP_004145468.1,cds-AF52_RS08695
389,cds-WP_002920822.1,cds-AF52_RS21755,cds-WP_002898019.1,cds-WP_002913804.1,cds-WP_032430029.1,cds-WP_004174005.1,cds-WP_002922346.1,cds-WP_004174395.1,cds-WP_004145006.1,cds-WP_002889277.1,cds-WP_002904808.1,cds-WP_002882809.1
390,cds-WP_002917914.1,cds-WP_004145992.1,cds-WP_032103829.1,cds-WP_002888649.1,cds-WP_004147758.1,cds-WP_032429859.1,cds-WP_002908370.1,cds-WP_000831330.1,cds-WP_002903714.1,cds-WP_032428322.1,cds-WP_021440033.1,cds-WP_072271746.1
391,cds-WP_002910922.1,cds-WP_004140413.1,cds-WP_002909085.1,cds-WP_004177363.1,cds-WP_004187843.1,cds-WP_002908370.1,cds-WP_032429878.1,cds-WP_023286229.1,cds-WP_002899099.1,cds-WP_004151231.1,cds-WP_002914320.1,cds-WP_004150236.1
392,cds-WP_002902772.1,cds-WP_002884631.1,cds-WP_002911440.1,cds-WP_002922468.1,cds-WP_148673683.1,cds-WP_004140514.1,cds-WP_002882871.1,cds-WP_004212524.1,cds-WP_002894771.1,cds-WP_021440508.1,cds-WP_004176019.1,cds-AF52_RS0124710
393,cds-WP_002922397.1,cds-WP_004140076.1,cds-WP_002914351.1,cds-WP_002883016.1,cds-WP_004183326.1,cds-WP_002895280.1,cds-WP_032429689.1,cds-WP_002913006.1,cds-WP_004143010.1,cds-WP_002892774.1,cds-WP_002901611.1,cds-WP_072001571.1
394,cds-WP_020806188.1-4,cds-WP_009308119.1,cds-WP_002913221.1,cds-WP_002882918.1,cds-WP_021440176.1,cds-WP_002890404.1,cds-WP_002921508.1,cds-WP_002895841.1,cds-WP_002913639.1,cds-WP_002918625.1,cds-WP_002901398.1,cds-WP_032429617.1
395,cds-WP_004149758.1,cds-WP_002912827.1,cds-WP_004192475.1,cds-WP_004143800.1,cds-WP_004151322.1,cds-WP_004189553.1,cds-WP_004147385.1,cds-WP_004149336.1,cds-WP_004144996.1,cds-WP_004180170.1,cds-WP_004175116.1,cds-WP_032429836.1
396,cds-WP_002914119.1,cds-WP_002899294.1,cds-AF52_RS27965,cds-WP_020324457.1,cds-WP_004177331.1,cds-WP_021440630.1,cds-WP_004152235.1,cds-WP_002884808.1,cds-WP_002886926.1,cds-WP_002885425.1,cds-WP_002914891.1,cds-WP_002885689.1
397,cds-WP_004143800.1,cds-WP_004151547.1,cds-WP_004183938.1,cds-WP_002892203.1,cds-WP_004177332.1,cds-WP_032417109.1,cds-WP_032430410.1,cds-WP_004178624.1,cds-WP_002914062.1,cds-WP_002901246.1,cds-WP_004151514.1,cds-WP_004150156.1
398,cds-WP_002886957.1,cds-WP_002913626.1,cds-WP_032430336.1,cds-WP_032428304.1,cds-WP_004140758.1,cds-WP_002914114.1,cds-WP_032430269.1,cds-WP_023280600.1,cds-WP_002891804.1,cds-WP_004210666.1,cds-WP_004150257.1,cds-WP_032429684.1
399,cds-WP_004144530.1,cds-WP_016946615.1,cds-WP_032429468.1,cds-WP_002913824.1,cds-WP_021440610.1,cds-WP_021440283.1,cds-WP_002915470.1,cds-WP_002917914.1,cds-WP_016532445.1,cds-WP_032430083.1,cds-WP_004214118.1,cds-AF52_RS01015
400,cds-WP_004140590.1,cds-WP_002883322.1,cds-WP_032430034.1,cds-WP_002894749.1,cds-WP_004145871.1,cds-WP_004200364.1,cds-WP_002914887.1,cds-WP_002921264.1,cds-WP_002898157.1,cds-WP_002901735.1,cds-WP_016946992.1,cds-WP_032429616.1
401,cds-WP_002920326.1,cds-WP_002895043.1,cds-WP_021441458.1,cds-WP_004150309.1,cds-WP_004150388.1,cds-WP_002882871.1,cds-WP_032429610.1,cds-WP_002918632.1,cds-WP_002916785.1,cds-WP_004145825.1,cds-WP_032428368.1,cds-WP_002885518.1
402,cds-WP_002913016.1,cds-WP_002896522.1,cds-WP_021441408.1,cds-WP_021440309.1,cds-WP_002918244.1,cds-WP_032429633.1,cds-WP_004140140.1,cds-WP_016946077.1,cds-WP_021441401.1,cds-WP_021440257.1,cds-AF52_RS0123260,cds-WP_021440844.1
403,cds-WP_004146224.1,cds-WP_004152033.1,cds-AF52_RS0124360,cds-WP_002895166.1,cds-WP_021440903.1,cds-WP_021440300.1,cds-WP_004150845.1,cds-WP_002913505.1,cds-WP_004146466.1,cds-WP_004142397.1,cds-WP_072271746.1,cds-WP_032428278.1
404,cds-WP_002909055.1,cds-WP_004178596.1,cds-WP_021441086.1,cds-WP_004150336.1,cds-WP_002895746.1,cds-WP_002914321.1,cds-WP_004177833.1,cds-WP_032429883.1,cds-WP_032429409.1,cds-WP_002883412.1,cds-WP_002895842.1,cds-WP_004152853.1
405,cds-WP_002901240.1,cds-WP_002914082.1,cds-WP_002903386.1,cds-WP_021440038.1,cds-WP_004148675.1,cds-WP_004218558.1,cds-WP_004140343.1,cds-WP_004147969.1,cds-WP_004183618.1,cds-WP_002918689.1,cds-WP_032429424.1,cds-WP_021440662.1
406,cds-WP_095858446.1,cds-WP_019705142.1,cds-WP_002911547.1,cds-WP_002882822.1,cds-WP_004149288.1,cds-AF52_RS25690,cds-AF52_RS02415,cds-WP_032430346.1,cds-WP_002898160.1,cds-WP_004893788.1,cds-WP_021441571.1,cds-WP_021440979.1
407,cds-WP_002920140.1,cds-WP_002906778.1,cds-WP_002911538.1,cds-WP_004900926.1,cds-WP_072198875.1,cds-WP_002903720.1,cds-WP_002914321.1,cds-WP_023279029.1,cds-WP_002913346.1,cds-WP_004140494.1,cds-WP_002891460.1,cds-WP_021440632.1
408,cds-WP_002912871.1,cds-WP_004153246.1,cds-WP_002888320.1,cds-WP_002902883.1,cds-WP_002915991.1,cds-WP_004151323.1,cds-WP_032430245.1,cds-WP_004145263.1,cds-WP_029602386.1,cds-WP_004144351.1,cds-WP_014906872.1,cds-WP_004143508.1
409,cds-WP_002912823.1,cds-WP_004178982.1,cds-WP_012737128.1,cds-WP_004150943.1,cds-WP_002911418.1,cds-WP_002887848.1,cds-WP_004140514.1,cds-WP_032429652.1,cds-WP_072001583.1,cds-WP_004144547.1,cds-WP_004183659.1,cds-WP_002904643.1
410,cds-WP_002885674.1,cds-WP_002887800.1,cds-WP_002884931.1,cds-WP_002882745.1,cds-WP_002885521.1,cds-WP_002910910.1,cds-WP_032430295.1,cds-WP_002895089.1,cds-WP_002910097.1,cds-WP_002895084.1,cds-WP_002908378.1,cds-WP_004143727.1
411,cds-WP_032429872.1,cds-WP_004146044.1,cds-WP_004152033.1,cds-WP_004142122.1,cds-WP_004146458.1,cds-WP_002913188.1,cds-WP_004145888.1,cds-WP_002889685.1,cds-WP_032429515.1,cds-WP_002884578.1,cds-WP_032430332.1,cds-WP_021441018.1
412,cds-WP_004181378.1,cds-WP_002891903.1,cds-WP_004186736.1,cds-WP_002916480.1,cds-WP_021441002.1,cds-WP_002915990.1,cds-WP_032429827.1,cds-WP_004144939.1,cds-WP_004145533.1,cds-WP_002913801.1,cds-WP_021440632.1,cds-WP_032429873.1
413,cds-WP_002890201.1,cds-WP_004179052.1,cds-WP_004181629.1,cds-WP_002896370.1,cds-WP_004147046.1,cds-WP_050484274.1,cds-WP_004177403.1,cds-WP_002888068.1,cds-WP_002903394.1,cds-WP_004173858.1,cds-WP_002885689.1,cds-WP_002904394.1
414,cds-WP_004143010.1,cds-WP_032430139.1,cds-WP_002882917.1,cds-WP_004177783.1,cds-WP_004150308.1,cds-WP_032430292.1,cds-WP_004183660.1,cds-WP_004107293.1,cds-WP_002903391.1,cds-WP_004142216.1,cds-WP_021440564.1,cds-WP_032428534.1
415,cds-WP_004899416.1,cds-WP_021441375.1,cds-WP_032428303.1,cds-WP_002902772.1,cds-WP_002894776.1,cds-WP_004183146.1,cds-WP_004145033.1,cds-WP_015959390.1,cds-WP_004140557.1,cds-WP_032429979.1,cds-WP_032423847.1,cds-WP_004176548.1
416,cds-WP_002887789.1,cds-WP_002889292.1,cds-WP_004177729.1,cds-WP_002906221.1,cds-WP_004180434.1,cds-WP_004140612.1,cds-AF52_RS03490,cds-WP_032428303.1,cds-WP_004179165.1,cds-WP_002883417.1,cds-WP_002918367.1,cds-WP_023159071.1
417,cds-WP_002918214.1,cds-WP_004145524.1,cds-WP_032429786.1,cds-WP_004177655.1,cds-WP_002920510.1,cds-WP_002882510.1,cds-WP_004145376.1,cds-WP_002912929.1,cds-WP_002917914.1,cds-WP_002886688.1,cds-WP_021440844.1,cds-WP_004144734.1
